Order_ID,Product_ID,Customer_ID,TimeID,Sales,Profit,Quantity,Discount
ES-2014-BE1141048-41967,TEC-CO-3599,BE-1141048,69,1487.0,728.0,10,0.0
IN-2012-SZ2003527-41221,TEC-CO-6010,SZ-2003527,61,3200.0,1183.0,9,0.0
IN-2012-RM1937558-41209,FUR-CH-5380,RM-1937558,70,2300.0,91.0,5,0.0
ES-2015-HG1484545-42327,FUR-CH-4654,HG-1484545,71,5729.0,63.0,14,0.1
MO-2015-DP310586-42305,TEC-CO-3710,DP-310586,72,5301.0,2597.0,14,0.0
CA-2014-AS10045140-41908,FUR-BO-3176,AS-100451404,73,477.0,84.0,2,0.15
US-2015-AS10045140-42252,OFF-BI-3324,AS-100451404,22,88.0,-58.0,7,0.7
ES-2014-JB1600048-41668,TEC-PH-5268,JB-1600048,74,3219.0,965.0,5,0.0
ID-2013-AM1070559-41535,OFF-AP-4501,AM-1070559,75,2487.0,-269.0,6,0.17
MO-2014-AB25586-41966,OFF-AP-4745,AB-25586,76,2266.0,113.0,4,0.0
IN-2013-RP192707-41438,TEC-CO-3611,RP-192707,77,3068.0,1124.0,9,0.1
IN-2014-BK1126011-41940,FUR-BO-4849,BK-1126011,78,3728.0,1192.0,9,0.0
IN-2014-JM1525027-41985,TEC-CO-3678,JM-1525027,79,1581.0,0.0,6,0.0
IN-2013-GP1474058-41419,TEC-PH-5356,GP-1474058,50,1916.0,498.0,3,0.0
CA-2015-AS10045140-42281,FUR-TA-5066,AS-100451404,80,171.0,-6.0,3,0.2
ES-2014-NZ1856545-41975,OFF-AP-4508,NZ-1856545,81,2432.0,513.0,5,0.1
CA-2015-AS10045140-42007,OFF-BI-3308,AS-100451408,57,28.0,-21.0,6,0.7
ID-2014-SC20695102-41667,FUR-CH-5443,SC-20695102,4,2465.0,197.0,7,0.25
IN-2013-NC186257-41401,FUR-TA-3422,NC-186257,82,1847.0,738.0,2,0.0
ES-2014-NF183858-41970,FUR-BO-4849,NF-183858,83,2899.0,927.0,7,0.0
IN-2013-NZ185657-41606,FUR-CH-5774,NZ-185657,84,2891.0,96.0,7,0.1
IT-2013-PM1894045-41546,TEC-MA-5572,PM-1894045,85,2016.0,0.0,9,0.15
ES-2014-MZ1733545-41885,OFF-AP-4503,MZ-1733545,86,3155.0,34.0,7,0.1
CG-2014-HM498033-41846,TEC-PH-5268,HM-498033,87,3856.0,1465.0,6,0.0
IN-2015-RW195407-42327,TEC-PH-3806,RW-195407,71,3524.0,861.0,6,0.1
ES-2013-LH1715545-41444,TEC-PH-5840,LH-1715545,88,2167.0,790.0,4,0.15
MX-2013-FH1436582-41558,TEC-PH-5839,FH-1436582,89,2556.0,178.0,6,0.0
ES-2012-KM1666048-41129,TEC-CO-5999,KM-1666048,90,1469.0,308.0,5,0.0
ES-2012-PO1886545-41217,TEC-PH-3807,PO-1886545,91,4448.0,1517.0,8,0.15
US-2012-AS10045140-41116,OFF-PA-6512,AS-100451406,92,65.0,32.0,11,0.0
MX-2014-AB1006028-41755,FUR-BO-3891,AB-1006028,93,2472.0,914.0,9,0.0
IN-2014-DB130607-41999,OFF-AP-3575,DB-130607,94,3739.0,747.0,8,0.1
IT-2014-VM2168591-41711,FUR-CH-5442,VM-2168591,95,2570.0,-2211.0,11,0.5
CA-2014-AS10045140-41727,OFF-ST-4516,AS-100451408,64,31.0,7.0,2,0.0
ES-2013-DM1352548-41369,TEC-PH-3149,DM-1352548,96,2875.0,-1783.0,9,0.5
ES-2013-NM18520120-41634,FUR-BO-5948,NM-18520120,97,1741.0,261.0,4,0.0
IN-2014-LC168857-41747,TEC-CO-6012,LC-168857,98,1601.0,587.0,5,0.1
IN-2012-RO1978027-41052,OFF-AP-4738,RO-1978027,99,3670.0,367.0,7,0.0
CA-2015-AS10045140-42218,OFF-PA-6557,AS-100451402,68,36.0,12.0,7,0.2
ES-2014-EM1406548-41775,TEC-CO-4593,EM-1406548,100,1900.0,589.0,5,0.0
CA-2015-AS10045140-42007,OFF-BI-3185,AS-100451408,57,15.0,-12.0,5,0.7
IT-2012-ON1871545-40955,FUR-CH-5774,ON-1871545,101,4544.0,1868.0,11,0.1
IN-2014-VS2182027-41790,FUR-BO-3639,VS-2182027,102,1455.0,116.0,4,0.0
IN-2014-CM121157-41913,TEC-CO-4790,CM-121157,103,1943.0,258.0,6,0.1
CA-2015-AB10060140-42315,FUR-TA-4622,AB-100601404,104,2036.0,366.0,7,0.0
CA-2014-AB10060140-41884,OFF-BI-4340,AB-100601406,105,4355.0,1415.0,4,0.2
ID-2014-JK153257-41984,TEC-CO-3709,JK-153257,106,1695.0,-37.0,5,0.1
IT-2015-RP1927045-42081,TEC-CO-5998,RP-1927045,107,1505.0,-265.0,6,0.15
IN-2015-DW1354078-42357,TEC-PH-3806,DW-1354078,53,1954.0,312.0,3,0.0
CA-2015-AB10060140-42315,FUR-CH-4613,AB-100601404,104,449.0,-73.0,2,0.2
US-2014-AB10060140-41712,OFF-AP-4221,AB-100601408,108,160.0,44.0,2,0.0
CA-2015-AB10060140-42315,TEC-AC-5858,AB-100601404,104,108.0,32.0,3,0.0
MX-2015-GM1444037-42265,TEC-CO-3587,GM-1444037,47,1213.0,508.0,7,0.0
IN-2014-SV2081558-41968,TEC-CO-4577,SV-2081558,109,1590.0,572.0,5,0.0
IN-2014-MM1792027-41950,TEC-AC-3405,MM-1792027,110,2330.0,1025.0,9,0.0
IN-2015-JK1612059-42204,FUR-BO-5761,JK-1612059,111,3278.0,140.0,8,0.07
ID-2013-EM14200130-41502,TEC-PH-5268,EM-14200130,112,3741.0,946.0,7,0.17
CA-2015-AB10060140-42314,OFF-PA-6214,AB-100601402,113,67.0,31.0,10,0.0
IN-2013-PM1894059-41284,FUR-BO-5787,PM-1894059,114,3637.0,156.0,10,0.07
MX-2014-AT1043582-41667,OFF-AP-4736,AT-1043582,4,2455.0,785.0,7,0.0
ID-2013-AB1001527-41439,TEC-MA-6150,AB-1001527,115,1024.0,-286.0,8,0.5
CA-2015-AB10060140-42314,OFF-FA-6129,AB-100601402,113,167.0,82.0,3,0.0
CA-2014-AB10060140-41884,OFF-PA-6430,AB-100601406,105,24.0,11.0,2,0.0
MX-2013-PV1898518-41614,TEC-AC-5223,PV-1898518,116,2297.0,988.0,14,0.0
IT-2014-SB2029064-41887,TEC-CO-4590,SB-2029064,117,2671.0,534.0,7,0.0
SO-2015-SM10005116-42265,TEC-PH-5839,SM-10005116,47,3834.0,268.0,6,0.0
CA-2014-AB10060140-41884,OFF-PA-6430,AB-100601406,105,49.0,23.0,4,0.0
IN-2013-KH1633059-41489,OFF-AP-4960,KH-1633059,118,3501.0,210.0,8,0.17
IN-2015-MP181757-42347,TEC-PH-3149,MP-181757,119,1725.0,747.0,3,0.1
IN-2013-LH1702027-41572,TEC-CO-3597,LH-1702027,120,1583.0,174.0,5,0.0
CA-2015-AB10060140-42132,TEC-AC-5109,AB-100601404,121,79.0,28.0,1,0.0
ID-2014-CR126257-41878,FUR-BO-5763,CR-126257,122,2760.0,-214.0,7,0.1
IN-2012-NC1862511-41041,TEC-AC-3403,NC-1862511,32,3078.0,523.0,12,0.0
IT-2012-GM1468091-41215,OFF-AP-4745,GM-1468091,30,1983.0,-1784.0,7,0.5
ES-2015-RA1994545-42218,FUR-BO-3624,RA-1994545,68,1112.0,296.0,3,0.1
ES-2012-DB1306048-41171,TEC-CO-4789,DB-1306048,123,3616.0,36.0,10,0.0
US-2014-AB10060140-41712,FUR-FU-4762,AB-100601408,108,127.0,40.0,2,0.0
IN-2014-RF197357-41709,TEC-PH-5268,RF-197357,124,2892.0,160.0,5,0.1
ES-2013-JH1582048-41306,TEC-PH-3806,JH-1582048,125,3263.0,848.0,5,0.0
US-2014-AB10060140-41712,OFF-BI-4819,AB-100601408,108,46.0,20.0,4,0.0
MX-2015-DM1295551-42103,FUR-TA-5064,DM-1295551,126,3117.0,38.0,13,0.2
CA-2014-AB10060140-41881,OFF-SU-2972,AB-100601406,127,27.0,8.0,3,0.0
MX-2015-BE1133582-42082,OFF-AP-4745,BE-1133582,128,1888.0,887.0,5,0.0
IN-2014-SO2033527-41914,OFF-AP-4502,SO-2033527,129,3000.0,1080.0,6,0.0
ES-2014-DK12835120-41651,OFF-AP-4507,DK-12835120,130,3801.0,1444.0,7,0.0
SA-2015-LC7050110-42236,TEC-PH-3806,LC-7050110,131,5211.0,1146.0,8,0.0
IN-2012-PB19210127-41259,FUR-TA-5065,PB-19210127,23,1356.0,311.0,3,0.0
IN-2015-CG125207-42077,OFF-AP-4745,CG-125207,132,3569.0,674.0,7,0.1
CA-2013-AB10060140-41535,OFF-PA-6420,AB-100601404,75,18.0,8.0,2,0.0
ID-2015-HG1502559-42194,FUR-BO-5787,HG-1502559,133,2910.0,125.0,8,0.07
ID-2014-AD1018059-41801,FUR-CH-4532,AD-1018059,134,3126.0,-128.0,9,0.27
ES-2012-BP11155139-41130,TEC-PH-3805,BP-11155139,135,5276.0,1758.0,9,0.1
ID-2015-AA10480130-42080,TEC-PH-5840,AA-10480130,136,2645.0,0.0,5,0.17
ID-2014-RL196157-41641,FUR-BO-3639,RL-196157,137,1637.0,-36.0,5,0.1
CA-2014-AB10060140-41884,OFF-BI-2911,AB-100601406,105,3.0,1.0,1,0.2
ID-2013-SW2024559-41557,TEC-PH-5840,SW-2024559,138,2645.0,0.0,5,0.17
CA-2014-AB10060140-41884,TEC-AC-5744,AB-100601406,105,6.0,2.0,1,0.0
IN-2012-BW1111027-41076,FUR-TA-3420,BW-1111027,139,3238.0,-740.0,5,0.3
ES-2015-YC21895139-42097,FUR-BO-3639,YC-21895139,140,2291.0,127.0,7,0.1
MX-2012-JM1558082-41045,TEC-PH-5355,JM-1558082,141,2124.0,488.0,5,0.0
BO-2015-MZ733513-42046,FUR-CH-4654,MZ-733513,142,2757.0,744.0,6,0.0
ES-2014-JF15295120-41924,TEC-AC-4185,JF-15295120,143,1549.0,139.0,6,0.0
CA-2015-AB10060140-42264,OFF-PA-6596,AB-100601406,144,20.0,7.0,4,0.2
UP-2015-DJ3510137-42202,OFF-AP-4738,DJ-3510137,145,3146.0,629.0,6,0.0
ES-2015-MF1825045-42330,TEC-MA-4205,MF-1825045,146,2456.0,664.0,11,0.15
IT-2012-TC2129545-41058,FUR-TA-4642,TC-2129545,147,2228.0,-754.0,7,0.35
CA-2015-AB10060140-42314,OFF-PA-3114,AB-100601402,113,4.0,2.0,1,0.0
IN-2015-CP1234058-42202,OFF-AP-4502,CP-1234058,145,4001.0,1440.0,8,0.0
ES-2015-EH1412545-42245,TEC-PH-3148,EH-1412545,148,4876.0,745.0,9,0.15
IN-2013-NC183407-41634,FUR-TA-5054,NC-183407,97,1788.0,204.0,6,0.3
IN-2015-BF1100558-42319,OFF-AP-3577,BF-1100558,37,3622.0,1267.0,7,0.0
ID-2014-JS1603059-41760,FUR-TA-5072,JS-1603059,149,1242.0,-140.0,5,0.47
ES-2012-AM10360139-41136,TEC-PH-5354,AM-10360139,150,4453.0,1424.0,7,0.0
IN-2015-JF1519021-42341,FUR-TA-4706,JF-1519021,151,2673.0,1069.0,8,0.0
IN-2014-AB100157-41815,FUR-CH-4654,AB-100157,152,2046.0,591.0,5,0.1
ES-2014-JG15160139-41660,FUR-TA-3344,JG-15160139,153,5451.0,2071.0,6,0.0
CA-2015-AH10075140-42301,FUR-TA-5421,AH-100751406,154,637.0,-127.0,3,0.3
IN-2015-AG1033059-42197,OFF-AP-3574,AG-1033059,155,1722.0,539.0,4,0.17
CA-2015-AH10075140-42301,FUR-FU-3936,AH-100751406,154,210.0,50.0,2,0.0
ES-2015-NF1847548-42248,OFF-AP-3581,NF-1847548,156,1007.0,134.0,2,0.1
CA-2015-AH10075140-42301,FUR-TA-4943,AH-100751406,154,240.0,-13.0,4,0.3
IN-2012-DR129407-41066,OFF-AP-4966,DR-129407,157,4624.0,1644.0,9,0.1
ES-2012-NB1865548-41194,OFF-ST-6049,NB-1865548,158,1066.0,-11.0,6,0.1
IN-2014-NM1844527-41800,TEC-CO-5991,NM-1844527,159,957.0,0.0,4,0.0
IN-2015-TA213857-42351,OFF-AP-4508,TA-213857,160,4864.0,162.0,10,0.1
CA-2014-AH10075140-41898,OFF-BI-4338,AH-100751406,161,841.0,294.0,2,0.2
ID-2015-SC20380102-42165,OFF-AP-3580,SC-20380102,162,1433.0,-84.0,3,0.15
SF-2012-PA9060117-40954,OFF-ST-6047,PA-9060117,163,2784.0,779.0,14,0.0
ES-2014-RB19570120-41971,FUR-BO-5760,RB-19570120,164,3063.0,1470.0,7,0.0
CA-2014-AH10075140-41817,OFF-SU-5635,AH-100751404,165,231.0,11.0,2,0.0
CA-2015-AH10075140-42110,FUR-FU-4756,AH-100751404,166,196.0,70.0,5,0.0
US-2012-LH1675036-41129,TEC-PH-5839,LH-1675036,90,2044.0,-332.0,6,0.2
CA-2014-AH10075140-41991,TEC-AC-6351,AH-100751402,48,165.0,-6.0,3,0.2
IN-2013-KB1658527-41488,TEC-CO-3608,KB-1658527,167,1521.0,0.0,4,0.0
ES-2013-LH1715545-41444,OFF-AP-4507,LH-1715545,88,2443.0,760.0,5,0.1
CA-2015-AH1007523-42101,OFF-ST-4257,AH-1007523,168,137.0,54.0,1,0.0
IR-2014-MZ751560-41853,TEC-MA-4210,MZ-751560,169,1141.0,570.0,10,0.0
IN-2015-DM1334558-42146,OFF-ST-4266,DM-1334558,170,1865.0,802.0,9,0.0
ID-2012-CA1196566-40949,TEC-PH-5841,CA-1196566,171,6998.0,2939.0,11,0.0
ES-2014-SC20305120-41909,FUR-BO-3903,SC-20305120,172,1091.0,119.0,3,0.0
IN-2015-MH1811558-42157,FUR-BO-4862,MH-1811558,173,1094.0,328.0,3,0.0
IN-2014-KS163007-41912,FUR-BO-3640,KS-163007,174,1320.0,484.0,4,0.1
IN-2012-BG1174078-41108,TEC-PH-5356,BG-1174078,175,2555.0,664.0,4,0.0
RS-2015-CR2625108-42230,FUR-BO-5950,CR-2625108,176,3498.0,594.0,8,0.0
CA-2015-AH10075140-42301,FUR-FU-4022,AH-100751406,154,35.0,14.0,4,0.0
IN-2015-DK1309027-42308,TEC-CO-3611,DK-1309027,177,2272.0,977.0,6,0.0
IN-2014-JL1583527-41845,TEC-PH-3806,JL-1583527,178,5211.0,833.0,8,0.0
IN-2015-AP1072058-42284,TEC-PH-5269,AP-1072058,179,2582.0,361.0,4,0.0
IN-2015-CR1282058-42294,TEC-PH-5356,CR-1282058,180,3194.0,830.0,5,0.0
IN-2014-BF110807-41976,FUR-CH-4531,BF-110807,181,1704.0,378.0,4,0.1
IN-2015-JM15265102-42316,OFF-AP-3571,JM-15265102,182,1538.0,325.0,6,0.15
IN-2014-NM1844527-41800,FUR-CH-5378,NM-1844527,159,1381.0,593.0,3,0.0
IT-2012-TW2102545-41172,FUR-BO-5760,TW-2102545,183,1181.0,498.0,3,0.1
IT-2012-RB1933045-41080,FUR-CH-4530,RB-1933045,184,1696.0,734.0,4,0.1
CA-2015-AH10075140-42273,OFF-SU-3839,AH-100751406,38,190.0,-42.0,2,0.2
CA-2015-AH10075140-42144,FUR-CH-5429,AH-100751408,185,314.0,-35.0,3,0.2
SF-2015-AB10060117-42334,OFF-AP-4732,AB-10060117,186,1237.0,606.0,4,0.0
EG-2013-JR567038-41363,TEC-PH-5355,JR-567038,187,1274.0,140.0,2,0.0
MX-2012-MD1735028-41222,OFF-AP-4962,MD-1735028,188,3172.0,856.0,9,0.0
CA-2015-AH10075140-42301,OFF-PA-6415,AH-100751406,154,43.0,21.0,8,0.0
ES-2013-EB13840139-41487,OFF-AP-4743,EB-13840139,189,3979.0,1989.0,7,0.0
CA-2014-AH10075140-41991,OFF-PA-6577,AH-100751402,48,51.0,18.0,10,0.2
CA-2014-AH10075140-41817,OFF-FA-5459,AH-100751404,165,17.0,8.0,5,0.0
CA-2014-AH10075140-41817,OFF-PA-3115,AH-100751404,165,12.0,5.0,2,0.0
AJ-2014-JL58359-41662,FUR-TA-3358,JL-58359,190,2058.0,946.0,4,0.0
IN-2012-EP1391559-41049,FUR-BO-5967,EP-1391559,191,2539.0,709.0,7,0.07
ES-2015-MS17770139-42275,FUR-BO-3626,MS-17770139,192,2898.0,1420.0,7,0.0
IT-2012-CM1265545-41218,TEC-MA-5007,CM-1265545,193,1320.0,357.0,5,0.15
LH-2015-JC610575-42032,FUR-TA-3345,JC-610575,194,2171.0,-2750.0,8,0.7
IN-2015-GB145307-42260,TEC-CO-4593,GB-145307,195,4448.0,444.0,13,0.1
CA-2015-AH10075140-42335,OFF-AR-5327,AH-100751408,196,12.0,3.0,3,0.0
US-2012-JH161805-41264,TEC-PH-3149,JH-161805,197,2300.0,38.0,9,0.4
EG-2014-MT807038-41675,FUR-BO-5951,MT-807038,2,2615.0,1072.0,6,0.0
IN-2012-AB1010558-41270,TEC-CO-6010,AB-1010558,27,1066.0,394.0,3,0.0
CA-2015-AH10075140-42301,OFF-AP-4739,AH-100751406,154,2.0,0.0,1,0.0
LT-2012-CV280572-41025,TEC-PH-5354,CV-280572,198,2544.0,814.0,4,0.0
IN-2012-NH1861092-41187,FUR-TA-4645,NH-1861092,199,3694.0,886.0,4,0.0
ID-2014-HJ1487527-41875,FUR-TA-5065,HJ-1487527,200,2214.0,-221.0,7,0.3
MX-2014-JL1517518-41903,FUR-CH-5776,JL-1517518,201,1236.0,111.0,4,0.0
MX-2015-MY1829593-42355,OFF-AP-4505,MY-1829593,202,1805.0,126.0,5,0.0
CA-2012-AH10075140-41228,OFF-LA-5591,AH-100751404,203,5.0,2.0,2,0.0
CA-2013-AH10075140-41629,OFF-AR-5458,AH-100751406,204,3.0,0.0,2,0.2
CA-2015-AH10075140-42273,OFF-BI-3301,AH-100751406,38,8.0,-6.0,5,0.7
MX-2015-KC1654093-42158,OFF-AP-4507,KC-1654093,205,1810.0,54.0,5,0.0
MX-2015-CS1246093-42259,TEC-PH-5354,CS-1246093,206,2120.0,106.0,5,0.0
IN-2015-HA1492027-42111,TEC-PH-3148,HA-1492027,207,1275.0,140.0,2,0.0
ES-2013-MT1781545-41599,TEC-MA-5017,MT-1781545,208,1593.0,-225.0,7,0.15
ES-2015-FW1439545-42069,FUR-BO-3627,FW-1439545,209,1114.0,383.0,3,0.1
ES-2013-BH1171048-41478,TEC-PH-3807,BH-1171048,210,2944.0,1112.0,5,0.1
ID-2015-DK1289559-42315,OFF-AP-4964,DK-1289559,104,3309.0,318.0,7,0.17
MX-2015-KD1627018-42330,FUR-CH-4544,KD-1627018,146,897.0,322.0,9,0.0
ES-2012-SC208458-41070,FUR-BO-4848,SC-208458,211,2056.0,390.0,5,0.0
MX-2013-CY1274582-41531,TEC-CO-6010,CY-1274582,212,2365.0,18.0,10,0.0
IN-2012-HL150407-41237,TEC-CO-3596,HL-150407,213,1336.0,44.0,7,0.4
IN-2013-CT1199566-41496,TEC-CO-4591,CT-1199566,214,3038.0,1245.0,8,0.0
ES-2014-CC12370139-41718,OFF-AP-3573,CC-12370139,215,2698.0,890.0,9,0.0
LT-2014-GR456072-42003,TEC-CO-3688,GR-456072,216,3799.0,455.0,12,0.0
IN-2013-TT2107058-41551,FUR-CH-4656,TT-2107058,217,2756.0,413.0,6,0.0
IT-2013-PO19195120-41492,TEC-PH-3146,PO-19195120,218,983.0,-11.0,8,0.1
IN-2013-ED13885144-41549,FUR-CH-4530,ED-13885144,219,1719.0,117.0,5,0.27
IN-2015-AP1091559-42089,OFF-AP-4966,AP-1091559,220,1421.0,428.0,3,0.17
MX-2015-TM2149031-42329,TEC-CO-3597,TM-2149031,221,1053.0,441.0,5,0.0
IT-2012-AW1084091-41242,TEC-CO-4792,AW-1084091,222,1440.0,-1268.0,8,0.5
IN-2012-DP131057-41215,FUR-CH-4530,DP-131057,30,2544.0,621.0,6,0.1
CA-2015-AH10075140-42144,OFF-PA-6504,AH-100751408,185,27.0,10.0,7,0.2
RO-2013-SG10605107-41614,TEC-CO-4571,SG-10605107,116,1554.0,341.0,8,0.0
MX-2014-BM1178582-41976,TEC-PH-5839,BM-1178582,181,1278.0,89.0,3,0.0
MX-2013-FH1436582-41628,TEC-PH-3806,FH-1436582,223,3474.0,625.0,8,0.0
